track_id,track_name,artist_name,release_date,week,rank
5Q2P43CJra0uRAogjHyJDK,"baby, it's cold outside (feat. meghan trainor)",brett eldredge,2016-10-28,2020-12-04,182
2pXpURmn6zC5ZYDMms6fwa,it's beginning to look a lot like christmas (with mitchell ayres & his orchestra),perry como,1999-08-20,2020-12-04,184
3lCbsHaN1wCxyDzcNN2x4N,si me tomo una cerveza,migrantes,2020-11-07,2020-12-04,195
1HbA4N1MiOsPthALesGFR1,monster (shawn mendes & justin bieber),shawn mendes,2020-12-04,2020-12-11,14
7fUYUcWy853HS8YJn0b3Sr,sleigh ride,the ronettes,2020-12-04,2020-12-11,37
6ZuahEctZD6w75peme58hm,wonder,shawn mendes,2020-12-04,2020-12-11,38
27OeeYzk6klgBh83TSvGMA,without you,the kid laroi,2020-11-06,2020-12-11,40
1SV1fxF65n9NhRHp3KlBuu,wonderful christmastime - edited version / remastered 2011,paul mccartney,1980-05-16,2020-12-11,52
3uVPLtkmDu8pDkYEAVqbgS,real shit (with benny blanco),juice wrld,2020-12-02,2020-12-11,74
5LZtB6nxvjIhUoElp3Zqk0,teach me how to love,shawn mendes,2020-12-04,2020-12-11,104
7MXgrcOQAJ5VwSNUL0lDd3,blinding lights (with rosalía) - remix,the weeknd,2020-12-04,2020-12-11,138
7D7EH7MGyNHWSkqrszerI1,bebé,camilo,2020-11-25,2020-12-11,143
6a1hzBiTkgqTsDA0Xgfh9z,santa claus is coming to town,the jackson 5,1970-01-01,2020-12-11,149
2SBr3MK1sdMs8IxdRcN6qz,santa baby,kylie minogue,2015-11-13,2020-12-11,160
3QiAAp20rPC3dcAtKtMaqQ,blue christmas,elvis presley,1957-10-15,2020-12-11,165
6eVxH9Kyanzrw636zJRPcw,errbody,lil baby,2020-12-03,2020-12-11,167
6sBWmE23q6xQHlnEZ8jYPT,step into christmas,elton john,1973-10-05,2020-12-11,170
1Qi2wh8fFgDV7tl4Sj3f2K,have yourself a merry little christmas,sam smith,2014-12-05,2020-12-11,171
47ohYW8e7dxCYn9qbUMBCI,christmas (baby please come home),darlene love,2020-12-04,2020-12-11,172
78SeXVRJ7KCqVmOwTiFjnI,"nathy peluso: bzrp music sessions, vol. 36",bizarrap,2020-11-27,2020-12-11,175
6pVW5LRWgeLaHudxauOTJU,jingle bell rock - daryl's version,daryl hall & john oates,1983-11-01,2020-12-11,176
2pnPe4pJtq7689i5ydzvJJ,run rudolph run - single version,chuck berry,1986-01-01,2020-12-11,181
4fzyvSu73BhGvi96p2zwjL,christmas lights,coldplay,2010-12-01,2020-12-11,185
1OjmlSFuzYflWjSMTCyTJv,like it's christmas,jonas brothers,2019-11-08,2020-12-11,188
2tI4WyzqOOwC23S5m0kqcB,at my worst,pink sweat$,2020-12-04,2020-12-11,189
3PIDciSFdrQxSQSihim3hN,christmas (baby please come home),mariah carey,1994-10-28,2020-12-11,198
0YWUHZPJVg4iujddsJDwhM,my only wish (this year),britney spears,2000-11-14,2020-12-11,200
3Uo7WG0vmLQ07WB4BDwy7D,willow,taylor swift,2020-12-10,2020-12-18,3
0sY6ZUTh4yoctD8VIXz339,champagne problems,taylor swift,2020-12-11,2020-12-18,10
6NriykdkRrjQMZo1sfVYUo,"no body, no crime (feat. haim)",taylor swift,2020-12-10,2020-12-18,15
5BK0uqwY9DNfZ630STAEaq,gold rush,taylor swift,2020-12-11,2020-12-18,19
4GBkffrtA51p17JH35irGA,‘tis the damn season,taylor swift,2020-12-10,2020-12-18,22
0PurA4JVJ8YQgSVopY8fn6,tolerate it,taylor swift,2020-12-11,2020-12-18,24
73YUReisjb3A9ActdLLjJQ,happiness,taylor swift,2020-12-11,2020-12-18,28
19CSr8rwW05VJL2F91KFNK,ivy,taylor swift,2020-12-11,2020-12-18,34
3w9VRlKPvNxj40RdUGRweH,dorothea,taylor swift,2020-12-10,2020-12-18,38
4tyX1rw9X309WkEdh2As4B,coney island (feat. the national),taylor swift,2020-12-10,2020-12-18,39
0AaV4MJrgmLV3XhoiWXjjb,evermore (feat. bon iver),taylor swift,2020-12-10,2020-12-18,43
0vVMlbdYx2080Oa9FndPZr,long story short,taylor swift,2020-12-10,2020-12-18,45
30KctD1WsHKTIYczXjip5a,tequila shots,kid cudi,2020-12-11,2020-12-18,49
1XjHRolIXL2M1EEOUsGGR4,cowboy like me,taylor swift,2020-12-11,2020-12-18,53
5CFJRZRq6sdKKtRwNPWbYv,show out (with skepta & pop smoke),kid cudi,2020-12-11,2020-12-18,54
7vBNFh3NIZTj6tB5s1IBjE,marjorie,taylor swift,2020-12-10,2020-12-18,57
3uayvzcbqFydIbgUeC6EJh,closure,taylor swift,2020-12-10,2020-12-18,70
5YSHygGN9D0mID1NsVd5my,reminds me of you,juice wrld,2020-12-08,2020-12-18,73
1xzUQMiCoY5pdego0pHMeV,she knows this,kid cudi,2020-12-11,2020-12-18,74
7uoFMmxln0GPXQ0AcCBXRq,snowman,sia,2018-11-01,2020-12-18,76
6myUpr3GDR80Dg3zqNTmmG,another day,kid cudi,2020-12-11,2020-12-18,97
3w1WjD2zJqjBjDz5fwqQPJ,tyler herro,jack harlow,2020-12-11,2020-12-18,106
57VeLYXrvNxe8Vs18K2M9W,way out (feat. big sean),jack harlow,2020-12-11,2020-12-18,121
27oVCAziETRbNuo5A8LNpg,"solo dolo, pt. iii",kid cudi,2020-12-11,2020-12-18,126
7Hc3YL8oDiAzbiAW32KXrw,dive,kid cudi,2020-12-11,2020-12-18,129
2koUj1Fn5TKFEkChSmBPIb,heaven on earth,kid cudi,2020-12-11,2020-12-18,139
4nuAslShoN77tq12fzwjUq,sad people,kid cudi,2020-12-11,2020-12-18,147
0ZLuW8uOXdFNWcI40C0OC2,"whats poppin (feat. dababy, tory lanez & lil wayne) [remix] - bonus track",jack harlow,2020-12-11,2020-12-18,150
2n7Ao4nyESBa5ti8gcAbBt,damaged,kid cudi,2020-12-11,2020-12-18,152
4IIuCotvqijraSdnVLaFnM,beautiful trip,kid cudi,2020-12-11,2020-12-18,183
2yg7MXp8nSPaf61HVkhEr3,the void,kid cudi,2020-12-11,2020-12-18,185
2xGO2UjzxeVQSIkyg98vck,thank god it's christmas - non-album single,queen,1984-02-27,2020-12-25,73
1N1ZpYUJc9fwrqk53FGgWv,santa's coming for us,sia,2018-11-01,2020-12-25,85
1QLZKzC2pjP4ySf4ALrNhm,christmas without you,ava max,2020-10-15,2020-12-25,102
2OQ6a4CfUeYskpTTgyawyJ,you make it feel like christmas (feat. blake shelton),gwen stefani,2017-10-06,2020-12-25,104
6cS9PmLky2NhLOhpIsUlow,gnat,eminem,2020-12-18,2020-12-25,107
1VuAamHM7P3VQQEXYGG3Uu,joy to the world,nat king cole,,2020-12-25,111
5Ber68jZ7ytegr2UISEdb7,santa claus is coming to town,michael bublé,2011-10-14,2020-12-25,117
0Ie5uiv54KgCr7P4sYDTHl,baby it's cold outside (duet with michael bublé),idina menzel,2014-10-10,2020-12-25,119
3lkYS3iMpWMVpaJ0yJAFrJ,i saw mommy kissing santa claus,the jackson 5,1970-01-01,2020-12-25,123
1foCxQtxBweJtZmdxhEHVO,santa baby (with henri rené & his orchestra),eartha kitt,,2020-12-25,126
4tHqQMWSqmL6YjXwsqthDI,carol of the bells,mykola dmytrovych leontovych,,2020-12-25,127
2vBET2pmrQqafaS6zIaYta,girl like me,black eyed peas,2020-06-18,2020-12-25,128
6YJdPrH3i2POzu7hdHIRrb,santa baby,ariana grande,2013-01-01,2020-12-25,131
3h1EREJfCwyv6cG7CGak5d,what christmas means to me,stevie wonder,1967-11-01,2020-12-25,133
0E4Y1XIbs8GrAT1YqVy6dq,afterglow,ed sheeran,2020-12-21,2020-12-25,137
66VenHDtrQAw7FCjyF2J56,the christmas song (shawn mendes & camila cabello),shawn mendes,2020-12-05,2020-12-25,140
1xK1Gg9SxG8fy2Ya373oqb,bandido,myke towers,2020-12-10,2020-12-25,143
4MrfQL4TYQXJBlZYpAHTuE,"baby, it's cold outside",dean martin,1959-01-01,2020-12-25,144
6s2wpWPFPAgKg2LXxi1Oee,"santa claus is comin' to town - live at c.w. post college, greenvale, ny - december 1975",bruce springsteen,,2020-12-25,145
78pn8k7RogKo2oxl0DyX6d,one more sleep,leona lewis,2013-12-02,2020-12-25,147
5xlS0QkVrSH7ssEbBgBzbM,little saint nick - 1991 remix,the beach boys,1964-11-09,2020-12-25,149
2Y0ktCGrGoGcQFXsGztvhi,naughty list (with dixie d’amelio),liam payne,2020-10-30,2020-12-25,150
0lTurWECr2XL607eJAj1A3,i'll be home,meghan trainor,2015-01-09,2020-12-25,152
2L9QLAhrvtP4EYg1lY0Tnw,rudolph the red-nosed reindeer,dean martin,1959-01-01,2020-12-25,156
7faDzZnZYqTyYThx2sbHVQ,mistletoe and holly - remastered 1999,frank sinatra,,2020-12-25,157
4HEOgBHRCExyYVeTyrXsnL,jingle bells - remastered 1999,frank sinatra,,2020-12-25,159
2VkuxjlbnbaBiWYpdBGVol,oh santa! (feat. ariana grande & jennifer hudson),mariah carey,2020-12-11,2020-12-25,160
35z5xJpu76nakf65i1BCMl,do you hear what i hear? - remastered 2006,bing crosby,2020-10-09,2020-12-25,161
550rQQCGkrTzvp4SfpOPzx,hallelujah,pentatonix,2016-10-21,2020-12-25,167
7MSYSOobsombc1mbDWFxtD,this christmas,donny hathaway,,2020-12-25,175
4ricyQVd20UQde1jpXCSuJ,winter wonderland,tony bennett,1968-11-06,2020-12-25,180
2mvabkN1i2gLnGAPUVdwek,christmas tree farm,taylor swift,2019-12-06,2020-12-25,181
02FaKXXL7KUtRc7K0k54tL,cozy little christmas,katy perry,2018-11-15,2020-12-25,182
15coTBAzEN1bOeipoNDZAR,"merry christmas, happy holidays",*nsync,1998-10-23,2020-12-25,184
3QIoEi8Enr9uHffwInGIsC,please come home for christmas - 2013 remaster,eagles,,2020-12-25,192
2rkb8ijsPapKDMEh0cSe8I,my kind of present,meghan trainor,2020-10-30,2020-12-25,197
