track_id,track_name,artist_name,release_date,popularity
2CnNLqBpth6XEHdvzXlpZN,demons,stunna gambino,2020-12-10,60
5lPOvE3pbCMzMUAfp73OFe,do you,bynx,2020-07-03,37
4I3ooY5jB0124lUvA4ZB9K,shake the bank,sir trilli,2020-10-09,41
6tNxAn8I7OP8zBvcBQdxYs,golden,tayy brown,2020-08-28,33
08UIiWFpJDG5IvuyYagkOS,gorillas & apes,kir,2020-12-18,41
70Sh8mnQp0Thr4DJOzdOnR,houdini,dro kenji,2020-12-25,43
5azix4xbmL7Vx9hRhlZL9B,chanel bag,killbunk,2020-10-31,71
3HRO0cbPBrb74WyMaN6z5p,oh no,dramos,2020-12-04,26
7ItLxIuN7oS3B7K3lVLRwe,without you,bynx,2020-11-20,42
7yttiQUp58i6ykYTHXe3i4,mop,king critical,2020-10-30,10
0OYFwW1dGoVRMEBwyIDInK,why,3xbravo,2020-11-20,41
1hctxDuRQAY6GaNZW6nr65,waiting,darwin,2020-04-03,4
4vJqUxSrQLfX6XLbp7aYW4,wanted,blanco,2020-09-25,54
4pe2J5v0X3rwc3dqVosq69,outlaw,neoni,2020-11-13,48
4DoX1je5VkxhMt2gx70IGB,memories,d-rah,2020-12-11,38
6SvIB3U0P8akC5HEWELt4G,sweat,patrickreza,2020-11-27,41
1tAJeXVHrIZDkZu3oOnIQ4,lost my mind,crash rarri,2020-03-03,55
3V63DpLvTE7AWBQOLbAHY9,money talk,enviousofenvy,2020-11-19,18
27ycaQnQAxaPiyeg3nr2aB,midnight sky,miley cyrus,2020-08-14,79
5VRZQ5qzsZoBgobQnXyDFg,fake friends,katya mila,2020-12-22,32
4ReIGcwAwhhWiu0S1m7pHL,fuck shit,870glizzy,2020-10-02,46
2uULRpRtKhCdojXwozKJzE,answer me,heartbreak aris,2020-11-06,25
7CoV64l2kDTuv2Y0sMA7ko,brag,aj gravity,2020-11-13,55
52ACWYmjsG6Pf0je5r9YRO,pick up,la rodriguez,2020-10-09,8
7Ev2K99xvZu1TYLygRlVyL,fuck my night up,kevin courtois,2020-11-20,12
3zqcHOH8xui5dmVMFpk5Tr,rush,adam kahati,2020-11-19,31
1kgMLfQH6MxWdbBE7XyIfp,kiss n tell,daniel allan,2020-10-15,24
1MSTueQzn0h2XEG3W651fV,ocean love,kat nova,2020-08-13,4
55uMxRPbdE2J7wcdUTJKr6,gone head,davestateofmind,2020-11-10,24
2LUdpPCiiza6UQugipjMeS,stunnin',curtis waters,2020-05-19,2
6wzi3znkuYyNgXLFz4rF2p,family,hudson east,2020-11-06,23
5GwEHElHD8MbWt6OuyMIkL,in my head,denari,2020-05-12,48
3vgf7gtRKDFNqFRJm7nA0m,haunt you (feat. chloe moriondo),x lovers,2020-10-02,54
0uKUr8l4Z3Kvr8UbAl245f,gone,sem,2020-10-16,32
69s8itrkgmEeN24Z0XyvN4,somebody else,kat meoz,2020-08-14,32
18Ftg87EW3cPeOtfjfRtQS,feels like,disco lines,2020-04-12,21
2u8wpNYoKMYmrZu9OxRaSt,nobody safe,xotrapp,2020-09-30,21
4hANBkbBO5xcYY1o9VOqxK,john doe,lbs kee'vin,2020-10-16,20
6qMJ4oWMigCS4zPwFYvUCr,race with time,heron & serum,2020-06-30,20
3BouNt6zTI78RwmMDyepkq,jessica,tre coast,2020-07-17,24
3cwPrsssrDYyFfe8gBHFsv,reminder,mulherin,2020-07-17,14
0y0nLLyXXhws3TBcPdgdmU,staccin up,ysb eli,2020-11-27,49
684fEM0U1ubegDEipKStjC,afterlife,children under the sun,2020-06-26,20
5rOyaiH5TMVAJ2pTKVkUQ6,out of my system,opensoul,2020-08-21,22
4Hf3mej67MHAoS0Tbl6a6c,caution sign,nicole chambers,2020-09-17,16
4HlwrvZ1Onf2Vh8PJtIvtE,talk tough,dustystaytrue,2020-11-19,59
5T490vvoFNU6psep0NPmxs,savage love (laxed - siren beat),jawsh 685,2020-06-09,71
2ls9EkzWDajLOew46Ca4me,walked in,kevin powers,2020-11-06,57
39ZjAV3RBWNmyx95mLS66w,what you do to me,lyss,2020-08-21,26
7htIBX6E4Rpy7rIib7DasS,regina george,24hrs,2020-07-17,41
3L2iBk9u1kBNaYAB0oWK9o,nikes,mazen,2020-09-11,31
586MNYiTaf0NT4sKsAL22k,fly with me,bluprnt,2020-07-31,25
6AGrbHaLY6G6zAhD9kpVhe,options,jay hoodie,2020-07-27,27
0dXJnIc53tYPYpn7TKDz2q,ice water,duce mino,2020-06-26,10
00IYe5F9dShyIAWnia5HHy,risk - main,kooly bros,2020-08-14,0
1zy6MLFNCrHvIXWv9yy9fT,pull up on me,justin morelli,2020-05-01,31
7GMzYDt9v95hOkyUNCUTsn,19 11 17,haise,2020-08-07,22
6uNz0705QvAbiy2J8tOLYr,bop it,king critical,2020-07-10,22
7uxbTF1GAQNF0ESW5kzGUo,do or die (feat. liana banks),lilbootycall,2020-09-18,24
2S6N37zYRFOel6gXU4nxhq,even if,davestateofmind,2020-09-03,36
0dZpw3h6KZhcHec61qwevZ,banana (feat. shaggy) - dj fle - minisiren remix,conkarah,2020-05-15,72
6FzX1eNW2ZiJ4tNpmkn55R,lost kings,k.a.a.n.,2020-10-26,26
2bJTE2bZpNeTayNbRRfp5w,actup (with jahmed),party favor,2020-08-14,44
3bkjytkq99VLjtbxUp8twy,life sux,silent child,2020-09-04,37
1RDM6FhzmHMyXDtiU9f1jH,then leave,beatking,2020-03-27,0
6XqZStnjADZJa0inZUKedQ,bark,hoodie mitch,2020-12-18,18
4qOKAMWrsnJYehSvJVpjEs,mayday,j swey,2020-10-30,44
5v4GgrXPMghOnBBLmveLac,savage remix (feat. beyoncé),beyoncé,2020-04-29,75
2iJY710P15Tco2V31KjXPf,attitude,roman yasin,2020-11-27,20
0wQL4dv6dQjuiGdmJIjRCu,why is everything chrome (lean swag rock wit it),king critical,2020-04-30,48
1KNh3GCalI00xnSGQZNmiZ,say so (feat. nicki minaj) - original version,doja cat,2020-05-08,48
67KGS9e63LdGM7WpRUJazr,freak,eltee,2020-12-01,34
0Gw2onW1TwNVpomPiP1Lj9,go,west monroe,2020-10-27,0
7ytR5pFWmSjzHJIeQkgog4,rockstar (feat. roddy ricch),dababy,2020-04-17,89
4S2BMM3Dke8bdWLHpSOPmo,blessings / celebration,màvcase,2020-10-30,4
0XHyNndHIiLADEPrUHpia8,shining (feat. 42 dugg),lbs kee'vin,2020-09-25,42
5NFr84NNaAHt5B4zK9Vouh,catch me,damien,2020-11-20,55
3AoT7FzXEsmesybPPIQd9l,buck the jack,cheflodeezy,2020-09-25,18
2NtcRpiK7HnSA8CuBQyY16,whatchu on today (feat. polo g),bankrol hayden,2020-06-26,63
09Mxpg8wkI1ynsc3sVDiUU,"bad boy (with wiz khalifa, bbno$, max)",yung bae,2020-05-29,53
7ehcJfTmGuH2MTtLvbsLHp,bad habits,j swey,2020-11-20,29
090m9blEUZcA1SCYvKLI3D,end of the world,jay hoodie,2020-06-20,0
13XyJ3taJF7zDTFy2bdA2Q,fuck off,3irty,2020-01-30,10
6kB2GI8iyDTNmFYff797XB,getting my dough,azide,2020-02-01,0
3zdzhmZsEn4Kh0BCNP7A3o,washing my brain,darkmark,2020-10-23,14
63A7v6g17rh4QY7BIznMY8,broken hearts,henny seear,2020-09-25,9
2ow94sXd0XjwoZZK1fCHSJ,let go,ron grams,2020-10-13,44
2theWUAkvEQVRADhIQZkAU,sometimes i don't wanna be happy,omgkirby,2020-07-24,33
17yOHBtd3ZKoCt7chJeAjQ,door dash,lil perfect,2020-07-24,14
1JU4ApAtMcd9S5I7LRRuFl,state of mind,jiaani,2020-09-17,35
5G5qyRHlLmZgy915TBTCkB,figure it out,blu detiger,2020-04-17,62
5QDgWpZpedptPaTDWln5SI,straight drop,mazen,2020-12-16,28
5T8RMrOd9dIJKOakfbVqRW,oceans,jay hoodie,2020-10-30,26
6mkyveF3aZJ7SUPC8BWFr5,hold steady,opensoul,2020-10-30,25
3MPfblpHGZwoPtWBDbrLym,don dada,yungeen ace,2020-06-26,41
54Okeq0AR33D83QGPmkz5u,ashina,t h r o n e,2020-09-14,7
6Q0F1PrnvTDFrg9KTKElmC,money honey,rico pressley,2020-10-30,14
56uXDJRCuoS7abX3SkzHKQ,myron,lil uzi vert,2020-03-13,77
4GH3i6dXJA90NROrF7QU9q,rock,gritty lex,2020-09-25,11
127QTOFJsJQp5LbJbu3A1y,toosie slide,drake,2020-04-03,80
4PoyMlpB4bgzZoPARraBPW,canary wharf,roundrobin,2020-07-10,32
1d6XDNrd6AjQiGHHVnTrfv,never change,dustystaytrue,2020-05-21,64
0egBBvt6cfROuCHP5nBABx,be happy,dixie,2020-06-26,3
3W6fUTvxMioJ6f0jLFK4Ua,type shit!,egovert,2020-11-08,26
0XqZfWN4W50ppkiamzCwmb,loading,lil sil,2020-10-30,43
235nDwBXd3yg2Pc6Dttk4G,late out,gritty lex,2020-09-25,9
4GUj9MfPPkjpZskxb45uiX,angels & demons,jxdn,2020-05-19,74
4OSYOHnGWmithfyy1MCBkR,you think you're,alex aster,2020-11-17,28
7jnm8FmWmqCeTp2nBwbz20,molly girl,ness the kid,2020-07-17,39
2vgMKnd6MIRLOwJ0rx3aRZ,want it (vip),kumarion,2020-10-16,24
68UU9oaQtMDnh6PRlW842H,i like him,princess nokia,2020-02-26,71
6GdDjthxbTGBV9rl2oLKa9,"my neck, my back (lick it) - benzi & blvd. remix",khia,2020-08-21,40
2XIGVUX2bmdn8FtCvJqBxm,everything's chrome,king critical,2020-08-28,31
2kefHjNepGePZG4WxH2Vh4,#wipeitdown,bmw kenny,2020-04-27,49
2hReMrZRitKtVqGZk0Pqh3,made it bigger,senior,2020-09-30,31
3YKBzPMeKTqKuB2UZyAQWq,lights on,landstrip chip,2020-10-16,43
2DyOplSMNLCRmWxrcj1OOI,miss me,herman,2020-07-17,0
4LcUIC0OEsTmpwJR38aafo,purple (feat. polo g & deno),charlie sloth,2020-08-06,50
4IqD7IMk1Itl7AmgdxFmHl,die on the dancefloor,dror,2020-07-23,6
1UxYmRBBJMMuzYcK9miSYs,they call me tiago (her name is margo),tiagz,2020-02-27,65
1IiIHuFWRaUZR6oFFD3y6H,mad at me,freshie,2020-11-23,21
6t3sBdc5SbMlk5AyGvMei2,3 vets,the future kingz,2020-01-08,0
1SMHBMCHaaeHkBqQqHGp9a,chit chat,jay hoodie,2020-05-08,16
4zDxbbIOBxIIqSZyTpWg87,lead the race (undefeated),comethazine,2020-03-27,58
0PNVMcb2Y6q4SHnKQLl4b5,oldest teenager,lexi jayde,2020-07-24,50
0TRmtiR9q6XnYDzXmoMpGC,all my heroes - radio edit,naeleck,2020-07-31,63
3BJiF37kmX4HCfYSO7qBnQ,laxed – siren beat,jawsh 685,2020-04-24,62
4z2JaAVPemYJhFKm7e32RA,skechers,dripreport,2020-01-12,1
2ws242sJGyVjrknO0417JB,91,lil sil,2020-01-24,57
3kzeFYqVivXmkhD63NLHrb,school girl,bankrol hayden,2020-06-26,50
4NdIlRhiXNkFUrOTzjCZXV,cocaine,deestroying,2020-11-20,28
69ILNxAuh3S9psVAd04cYf,tiktok shawty,karri,2020-11-06,53
0efL46uAuNEfukXQYsbPlX,lmk,lil xxel,2020-03-06,1
4dZKAHqTXABZbT1rPBrM0d,toast to the life,apontay,2020-08-07,16
0xKBkLcF71uUQeTA7FSu4A,best on earth (feat. bia) - bonus,russ,2020-01-31,72
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),powfu,2020-02-08,87
41sX9GPdfG05Qj7MusmO5i,scarred hearts at war,opensoul,2020-04-03,25
3kbcsTZiugxA0Vj2SAr2zO,can't hold back,j!mmy,2020-09-25,4
3voykgDTJc3HRbWTKaZ1ri,poverty,brandon thakidd,2020-11-23,52
41LhQUkElADQ5YUbpYv2D0,"...and to those i love, thanks for sticking around",$uicideboy$,2020-02-14,37
0Hl9OCGoLGi9IFwsn31Yth,silence,dyllón burnside,2020-07-17,15
5XFKgI71IZC8o6JLY6ry6V,jugg,killbunk,2020-11-23,51
264J36RFUiOadZmS98lcQ2,earth,ethn ashr,2020-09-08,27
15Zwn2QjNDVI7xX62tuGVb,chicken n grits,yung pooda,2020-11-27,40
6wJYhPfqk3KGhHRG76WzOh,blueberry faygo,lil mosey,2020-02-07,81
55CHeLEfn5iJ0IIkgaa4si,savage,megan thee stallion,2020-03-06,77
2xO7yNLCnJsycIsxLfkXbz,weirdo,more fatter,2020-07-31,0
6GyNzLfyPlqOanu8S31vaH,hate me!,masn,2020-07-10,0
0MLBjx58zafG3kMqKfeqk6,james harden,cashmoneyap,2020-11-13,28
3f3s0MnaQg1DQFiHZ7n0UE,holding feelings,nakala,2020-06-30,27
2eukAOMjUM4pxnOdIsUia9,all dat (with megan thee stallion),moneybagg yo,2020-01-10,62
2KVmIxpxCGfnY47IGMuyyf,1426,jay hoodie,2020-05-08,10
