track_id,track_name,artist_name,main_artist,canonical_title,release_date,week,rank
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-04-03,26
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-04-03,27
55CHeLEfn5iJ0IIkgaa4si,savage,megan thee stallion,megan thee stallion,savage,2020-03-06,2020-04-03,28
2p8IUWQDrpjuFltbdgLOag,after hours,the weeknd,the weeknd,after hours,2020-03-20,2020-04-03,29
7FIWs0pqAYbP91WWM0vlTQ,godzilla (feat. juice wrld),eminem,eminem,godzilla,2020-01-17,2020-04-03,30
41wtwzCZkXwpnakmwJ239F,si veo a tu mamá,bad bunny,bad bunny,si veo a tu mama,2020-02-29,2020-04-03,31
38RIEav39FGi86jppxO0du,ignorantes,bad bunny,bad bunny,ignorantes,2020-02-29,2020-04-03,32
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-04-03,33
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,billie eilish,billie eilish,everything i wanted,2019-11-13,2020-04-03,34
78qd8dvwea0Gosb6Fe6j3k,boss bitch,doja cat,doja cat,boss bitch,2020-01-23,2020-04-03,35
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-04-03,36
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-04-03,37
1jaTQ3nqY3oAAYyCTbIvnM,whats poppin,jack harlow,jack harlow,whats poppin,2020-03-13,2020-04-03,38
0VjIjW4GlUZAMYd2vXMi3b,blinding lights,the weeknd,the weeknd,blinding lights,2020-03-20,2020-04-10,1
127QTOFJsJQp5LbJbu3A1y,toosie slide,drake,drake,toosie slide,2020-04-03,2020-04-10,2
24Yi9hE78yPEbZ4kxyoXAI,roses - imanbek remix,saint jhn,saint jhn,roses imanbek remix,2019-10-09,2020-04-10,3
3PfIrDoz19wz7qK7tYeu62,don't start now,dua lipa,dua lipa,don t start now,2020-03-27,2020-04-10,4
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-04-10,5
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),powfu,powfu,death bed,2020-02-08,2020-04-10,6
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-04-10,7
22LAwLoDA5b4AaGSkg6bKW,blueberry faygo,lil mosey,lil mosey,blueberry faygo,2020-02-06,2020-04-10,8
3Dv1eDb0MEgF93GpLXlucZ,say so,doja cat,doja cat,say so,2019-11-07,2020-04-10,9
4umIPjkehX1r7uhmGvXiSV,intentions (feat. quavo),justin bieber,justin bieber,intentions,2020-02-14,2020-04-10,10
017PF4Q3l4DBUiWoXk4OWT,break my heart,dua lipa,dua lipa,break my heart,2020-03-27,2020-04-10,11
2rRJrJEo19S2J82BDsQ3F7,falling,trevor daniel,trevor daniel,falling,2020-03-26,2020-04-10,12
1Cv1YLb4q0RzL6pybtaMLo,sunday best,surfaces,surfaces,sunday best,2019-01-06,2020-04-10,13
2DEZmgHKAvm41k4J3R2E9Y,safaera,bad bunny,bad bunny,safaera,2020-02-29,2020-04-10,14
4nK5YrxbMGZstTLbvj6Gxw,supalonely,benee,benee,supalonely,2019-11-15,2020-04-10,15
3AzjcOeAmA57TIOr9zF1ZW,physical,dua lipa,dua lipa,physical,2020-03-27,2020-04-10,16
7szuecWAPwGoV1e5vGu8tl,in your eyes,the weeknd,the weeknd,in your eyes,2020-03-20,2020-04-10,17
0SqqAgdovOE24BzxIClpjw,yo perreo sola,bad bunny,bad bunny,yo perreo sola,2020-02-29,2020-04-10,18
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-04-10,19
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-04-10,20
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-04-10,21
55CHeLEfn5iJ0IIkgaa4si,savage,megan thee stallion,megan thee stallion,savage,2020-03-06,2020-04-10,22
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-04-10,23
78qd8dvwea0Gosb6Fe6j3k,boss bitch,doja cat,doja cat,boss bitch,2020-01-23,2020-04-10,24
380HmhwTE2NJgawn1NwkXi,rojo,j balvin,j balvin,rojo,2020-03-19,2020-04-10,25
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-04-10,26
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-04-10,27
4HDCLYli2SUdkq9OjmvhSD,believe it,partynextdoor,partynextdoor,believe it,2020-03-27,2020-04-10,28
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-04-10,29
1jaTQ3nqY3oAAYyCTbIvnM,whats poppin,jack harlow,jack harlow,whats poppin,2020-03-13,2020-04-10,30
7FIWs0pqAYbP91WWM0vlTQ,godzilla (feat. juice wrld),eminem,eminem,godzilla,2020-01-17,2020-04-10,31
1lGHa2pwYzxQHFBUynhLtO,find my way,dababy,dababy,find my way,2020-04-01,2020-04-10,32
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-04-10,33
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,billie eilish,billie eilish,everything i wanted,2019-11-13,2020-04-10,34
6NfrH0ANGmgBXyxgV2PeXt,la difícil,bad bunny,bad bunny,la dificil,2020-02-29,2020-04-10,35
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-04-10,36
6v3KW9xbzN5yKLt9YKDYA2,señorita,shawn mendes,shawn mendes,senorita,2019-06-19,2020-04-10,37
41wtwzCZkXwpnakmwJ239F,si veo a tu mamá,bad bunny,bad bunny,si veo a tu mama,2020-02-29,2020-04-10,38
0VjIjW4GlUZAMYd2vXMi3b,blinding lights,the weeknd,the weeknd,blinding lights,2020-03-20,2020-04-17,1
127QTOFJsJQp5LbJbu3A1y,toosie slide,drake,drake,toosie slide,2020-04-03,2020-04-17,2
24Yi9hE78yPEbZ4kxyoXAI,roses - imanbek remix,saint jhn,saint jhn,roses imanbek remix,2019-10-09,2020-04-17,3
3PfIrDoz19wz7qK7tYeu62,don't start now,dua lipa,dua lipa,don t start now,2020-03-27,2020-04-17,4
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),powfu,powfu,death bed,2020-02-08,2020-04-17,5
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-04-17,6
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-04-17,7
22LAwLoDA5b4AaGSkg6bKW,blueberry faygo,lil mosey,lil mosey,blueberry faygo,2020-02-06,2020-04-17,8
3Dv1eDb0MEgF93GpLXlucZ,say so,doja cat,doja cat,say so,2019-11-07,2020-04-17,9
017PF4Q3l4DBUiWoXk4OWT,break my heart,dua lipa,dua lipa,break my heart,2020-03-27,2020-04-17,10
4umIPjkehX1r7uhmGvXiSV,intentions (feat. quavo),justin bieber,justin bieber,intentions,2020-02-14,2020-04-17,11
2rRJrJEo19S2J82BDsQ3F7,falling,trevor daniel,trevor daniel,falling,2020-03-26,2020-04-17,12
1Cv1YLb4q0RzL6pybtaMLo,sunday best,surfaces,surfaces,sunday best,2019-01-06,2020-04-17,13
4nK5YrxbMGZstTLbvj6Gxw,supalonely,benee,benee,supalonely,2019-11-15,2020-04-17,14
2DEZmgHKAvm41k4J3R2E9Y,safaera,bad bunny,bad bunny,safaera,2020-02-29,2020-04-17,15
55CHeLEfn5iJ0IIkgaa4si,savage,megan thee stallion,megan thee stallion,savage,2020-03-06,2020-04-17,16
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-04-17,17
7szuecWAPwGoV1e5vGu8tl,in your eyes,the weeknd,the weeknd,in your eyes,2020-03-20,2020-04-17,18
0SqqAgdovOE24BzxIClpjw,yo perreo sola,bad bunny,bad bunny,yo perreo sola,2020-02-29,2020-04-17,19
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-04-17,20
3AzjcOeAmA57TIOr9zF1ZW,physical,dua lipa,dua lipa,physical,2020-03-27,2020-04-17,21
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-04-17,22
78qd8dvwea0Gosb6Fe6j3k,boss bitch,doja cat,doja cat,boss bitch,2020-01-23,2020-04-17,23
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-04-17,24
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-04-17,25
1jaTQ3nqY3oAAYyCTbIvnM,whats poppin,jack harlow,jack harlow,whats poppin,2020-03-13,2020-04-17,26
380HmhwTE2NJgawn1NwkXi,rojo,j balvin,j balvin,rojo,2020-03-19,2020-04-17,27
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-04-17,28
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-04-17,29
6xZ4Q2k2ompmDppyeESIY8,level of concern,twenty one pilots,twenty one pilots,level of concern,2020-04-09,2020-04-17,30
2alc8VZAzDgdAsL2QMk3hu,skechers,dripreport,dripreport,skechers,2020-01-12,2020-04-17,31
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-04-17,32
7FIWs0pqAYbP91WWM0vlTQ,godzilla (feat. juice wrld),eminem,eminem,godzilla,2020-01-17,2020-04-17,33
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-04-17,34
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,billie eilish,billie eilish,everything i wanted,2019-11-13,2020-04-17,35
6v3KW9xbzN5yKLt9YKDYA2,señorita,shawn mendes,shawn mendes,senorita,2019-06-19,2020-04-17,36
4HDCLYli2SUdkq9OjmvhSD,believe it,partynextdoor,partynextdoor,believe it,2020-03-27,2020-04-17,37
0Snbzbd74RLfL0i4nn1vU5,favorito,camilo,camilo,favorito,2020-03-26,2020-04-17,38
0VjIjW4GlUZAMYd2vXMi3b,blinding lights,the weeknd,the weeknd,blinding lights,2020-03-20,2020-04-24,1
127QTOFJsJQp5LbJbu3A1y,toosie slide,drake,drake,toosie slide,2020-04-03,2020-04-24,2
24Yi9hE78yPEbZ4kxyoXAI,roses - imanbek remix,saint jhn,saint jhn,roses imanbek remix,2019-10-09,2020-04-24,3
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),powfu,powfu,death bed,2020-02-08,2020-04-24,4
3PfIrDoz19wz7qK7tYeu62,don't start now,dua lipa,dua lipa,don t start now,2020-03-27,2020-04-24,5
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-04-24,6
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-04-24,7
22LAwLoDA5b4AaGSkg6bKW,blueberry faygo,lil mosey,lil mosey,blueberry faygo,2020-02-06,2020-04-24,8
3Dv1eDb0MEgF93GpLXlucZ,say so,doja cat,doja cat,say so,2019-11-07,2020-04-24,9
7ytR5pFWmSjzHJIeQkgog4,rockstar (feat. roddy ricch),dababy,dababy,rockstar,2020-04-17,2020-04-24,10
017PF4Q3l4DBUiWoXk4OWT,break my heart,dua lipa,dua lipa,break my heart,2020-03-27,2020-04-24,11
4nK5YrxbMGZstTLbvj6Gxw,supalonely,benee,benee,supalonely,2019-11-15,2020-04-24,12
4umIPjkehX1r7uhmGvXiSV,intentions (feat. quavo),justin bieber,justin bieber,intentions,2020-02-14,2020-04-24,13
2rRJrJEo19S2J82BDsQ3F7,falling,trevor daniel,trevor daniel,falling,2020-03-26,2020-04-24,14
1Cv1YLb4q0RzL6pybtaMLo,sunday best,surfaces,surfaces,sunday best,2019-01-06,2020-04-24,15
55CHeLEfn5iJ0IIkgaa4si,savage,megan thee stallion,megan thee stallion,savage,2020-03-06,2020-04-24,16
2DEZmgHKAvm41k4J3R2E9Y,safaera,bad bunny,bad bunny,safaera,2020-02-29,2020-04-24,17
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-04-24,18
0SqqAgdovOE24BzxIClpjw,yo perreo sola,bad bunny,bad bunny,yo perreo sola,2020-02-29,2020-04-24,19
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-04-24,20
78qd8dvwea0Gosb6Fe6j3k,boss bitch,doja cat,doja cat,boss bitch,2020-01-23,2020-04-24,21
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-04-24,22
7szuecWAPwGoV1e5vGu8tl,in your eyes,the weeknd,the weeknd,in your eyes,2020-03-20,2020-04-24,23
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-04-24,24
3AzjcOeAmA57TIOr9zF1ZW,physical,dua lipa,dua lipa,physical,2020-03-27,2020-04-24,25
1jaTQ3nqY3oAAYyCTbIvnM,whats poppin,jack harlow,jack harlow,whats poppin,2020-03-13,2020-04-24,26
1fipvP2zmef6vN2IwXfJhY,i’m ready (with demi lovato),sam smith,sam smith,i m ready,2020-04-16,2020-04-24,27
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-04-24,28
0jT8Nl0shPS8115is0wD2Q,favorito,camilo,camilo,favorito,2020-04-17,2020-04-24,29
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-04-24,30
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-04-24,31
5UusfWUMMLEXLMc1ViNZoe,@ meh,playboi carti,playboi carti,meh,2020-04-16,2020-04-24,32
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-04-24,33
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. emilee),surf mesa,surf mesa,ily,2019-11-26,2020-04-24,34
380HmhwTE2NJgawn1NwkXi,rojo,j balvin,j balvin,rojo,2020-03-19,2020-04-24,35
2alc8VZAzDgdAsL2QMk3hu,skechers,dripreport,dripreport,skechers,2020-01-12,2020-04-24,36
2gMXnyrvIjhVBUZwvLZDMP,before you go,lewis capaldi,lewis capaldi,before you go,2019-11-22,2020-04-24,37
2kJwzbxV2ppxnQoYw4GLBZ,if the world was ending - feat. julia michaels,jp saxe,jp saxe,if the world was ending,2019-10-17,2020-04-24,38
39Yp9wwQiSRIDOvrVg7mbk,the scotts,the scotts,the scotts,the scotts,2020-04-24,2020-05-01,1
0VjIjW4GlUZAMYd2vXMi3b,blinding lights,the weeknd,the weeknd,blinding lights,2020-03-20,2020-05-01,2
24Yi9hE78yPEbZ4kxyoXAI,roses - imanbek remix,saint jhn,saint jhn,roses imanbek remix,2019-10-09,2020-05-01,3
127QTOFJsJQp5LbJbu3A1y,toosie slide,drake,drake,toosie slide,2020-04-03,2020-05-01,4
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),powfu,powfu,death bed,2020-02-08,2020-05-01,5
3PfIrDoz19wz7qK7tYeu62,don't start now,dua lipa,dua lipa,don t start now,2020-03-27,2020-05-01,6
2xLMifQCjDGFmkHkpNLD9h,sicko mode,travis scott,travis scott,sicko mode,2018-08-03,2020-05-01,7
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-05-01,8
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-05-01,9
0OyQns5ayNK2OVaES0Vb8t,righteous,juice wrld,juice wrld,righteous,2020-04-24,2020-05-01,10
22LAwLoDA5b4AaGSkg6bKW,blueberry faygo,lil mosey,lil mosey,blueberry faygo,2020-02-06,2020-05-01,11
3Dv1eDb0MEgF93GpLXlucZ,say so,doja cat,doja cat,say so,2019-11-07,2020-05-01,12
6gBFPUFcJLzWGx4lenP6h2,goosebumps,travis scott,travis scott,goosebumps,2016-09-16,2020-05-01,13
7ytR5pFWmSjzHJIeQkgog4,rockstar (feat. roddy ricch),dababy,dababy,rockstar,2020-04-17,2020-05-01,14
017PF4Q3l4DBUiWoXk4OWT,break my heart,dua lipa,dua lipa,break my heart,2020-03-27,2020-05-01,15
4nK5YrxbMGZstTLbvj6Gxw,supalonely,benee,benee,supalonely,2019-11-15,2020-05-01,16
3eekarcy7kvN4yt5ZFzltW,highest in the room,travis scott,travis scott,highest in the room,2019-10-04,2020-05-01,17
4umIPjkehX1r7uhmGvXiSV,intentions (feat. quavo),justin bieber,justin bieber,intentions,2020-02-14,2020-05-01,18
2rRJrJEo19S2J82BDsQ3F7,falling,trevor daniel,trevor daniel,falling,2020-03-26,2020-05-01,19
1Cv1YLb4q0RzL6pybtaMLo,sunday best,surfaces,surfaces,sunday best,2019-01-06,2020-05-01,20
55CHeLEfn5iJ0IIkgaa4si,savage,megan thee stallion,megan thee stallion,savage,2020-03-06,2020-05-01,21
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-05-01,22
78qd8dvwea0Gosb6Fe6j3k,boss bitch,doja cat,doja cat,boss bitch,2020-01-23,2020-05-01,23
0SqqAgdovOE24BzxIClpjw,yo perreo sola,bad bunny,bad bunny,yo perreo sola,2020-02-29,2020-05-01,24
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-05-01,25
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-05-01,26
2DEZmgHKAvm41k4J3R2E9Y,safaera,bad bunny,bad bunny,safaera,2020-02-29,2020-05-01,27
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. emilee),surf mesa,surf mesa,ily,2019-11-26,2020-05-01,28
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-05-01,29
1jaTQ3nqY3oAAYyCTbIvnM,whats poppin,jack harlow,jack harlow,whats poppin,2020-03-13,2020-05-01,30
7szuecWAPwGoV1e5vGu8tl,in your eyes,the weeknd,the weeknd,in your eyes,2020-03-20,2020-05-01,31
3AzjcOeAmA57TIOr9zF1ZW,physical,dua lipa,dua lipa,physical,2020-03-27,2020-05-01,32
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-05-01,33
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-05-01,34
0jT8Nl0shPS8115is0wD2Q,favorito,camilo,camilo,favorito,2020-04-17,2020-05-01,35
2b8fOow8UzyDFAE27YhOZM,memories,maroon 5,maroon 5,memories,2019-09-20,2020-05-01,36
2Fxmhks0bxGSBdJ92vM42m,bad guy,billie eilish,billie eilish,bad guy,2019-03-29,2020-05-01,37
380HmhwTE2NJgawn1NwkXi,rojo,j balvin,j balvin,rojo,2020-03-19,2020-05-01,38
0VjIjW4GlUZAMYd2vXMi3b,blinding lights,the weeknd,the weeknd,blinding lights,2020-03-20,2020-05-08,1
466cKvZn1j45IpxDdYZqdA,toosie slide,drake,drake,toosie slide,2020-05-01,2020-05-08,2
39Yp9wwQiSRIDOvrVg7mbk,the scotts,the scotts,the scotts,the scotts,2020-04-24,2020-05-08,3
24Yi9hE78yPEbZ4kxyoXAI,roses - imanbek remix,saint jhn,saint jhn,roses imanbek remix,2019-10-09,2020-05-08,4
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),powfu,powfu,death bed,2020-02-08,2020-05-08,5
3PfIrDoz19wz7qK7tYeu62,don't start now,dua lipa,dua lipa,don t start now,2020-03-27,2020-05-08,6
7ytR5pFWmSjzHJIeQkgog4,rockstar (feat. roddy ricch),dababy,dababy,rockstar,2020-04-17,2020-05-08,7
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-05-08,8
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-05-08,9
22LAwLoDA5b4AaGSkg6bKW,blueberry faygo,lil mosey,lil mosey,blueberry faygo,2020-02-06,2020-05-08,10
3Dv1eDb0MEgF93GpLXlucZ,say so,doja cat,doja cat,say so,2019-11-07,2020-05-08,11
6Kj17Afjo1OKJYpf5VzCeo,pain 1993 (with playboi carti),drake,drake,pain,2020-05-01,2020-05-08,12
5v4GgrXPMghOnBBLmveLac,savage remix (feat. beyoncé),megan thee stallion,megan thee stallion,savage remix,2020-04-29,2020-05-08,13
017PF4Q3l4DBUiWoXk4OWT,break my heart,dua lipa,dua lipa,break my heart,2020-03-27,2020-05-08,14
4nK5YrxbMGZstTLbvj6Gxw,supalonely,benee,benee,supalonely,2019-11-15,2020-05-08,15
4umIPjkehX1r7uhmGvXiSV,intentions (feat. quavo),justin bieber,justin bieber,intentions,2020-02-14,2020-05-08,16
2xLMifQCjDGFmkHkpNLD9h,sicko mode,travis scott,travis scott,sicko mode,2018-08-03,2020-05-08,17
6gBFPUFcJLzWGx4lenP6h2,goosebumps,travis scott,travis scott,goosebumps,2016-09-16,2020-05-08,18
0OyQns5ayNK2OVaES0Vb8t,righteous,juice wrld,juice wrld,righteous,2020-04-24,2020-05-08,19
2rRJrJEo19S2J82BDsQ3F7,falling,trevor daniel,trevor daniel,falling,2020-03-26,2020-05-08,20
1Cv1YLb4q0RzL6pybtaMLo,sunday best,surfaces,surfaces,sunday best,2019-01-06,2020-05-08,21
3Z8FwOEN59mRMxDCtb8N0A,be kind (with halsey),marshmello,marshmello,be kind,2020-05-01,2020-05-08,22
4wVOKKEHUJxHCFFNUWDn0B,chicago freestyle (feat. giveon),drake,drake,chicago freestyle,2020-05-01,2020-05-08,23
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-05-08,24
78qd8dvwea0Gosb6Fe6j3k,boss bitch,doja cat,doja cat,boss bitch,2020-01-23,2020-05-08,25
0SqqAgdovOE24BzxIClpjw,yo perreo sola,bad bunny,bad bunny,yo perreo sola,2020-02-29,2020-05-08,26
3eekarcy7kvN4yt5ZFzltW,highest in the room,travis scott,travis scott,highest in the room,2019-10-04,2020-05-08,27
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-05-08,28
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-05-08,29
2DEZmgHKAvm41k4J3R2E9Y,safaera,bad bunny,bad bunny,safaera,2020-02-29,2020-05-08,30
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. emilee),surf mesa,surf mesa,ily,2019-11-26,2020-05-08,31
7k4t7uLgtOxPwTpFmtJNTY,tusa,karol g,karol g,tusa,2019-11-07,2020-05-08,32
1jaTQ3nqY3oAAYyCTbIvnM,whats poppin,jack harlow,jack harlow,whats poppin,2020-03-13,2020-05-08,33
7szuecWAPwGoV1e5vGu8tl,in your eyes,the weeknd,the weeknd,in your eyes,2020-03-20,2020-05-08,34
3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,harry styles,adore you,2019-12-13,2020-05-08,35
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future,future,life is good,2020-01-10,2020-05-08,36
3AzjcOeAmA57TIOr9zF1ZW,physical,dua lipa,dua lipa,physical,2020-03-27,2020-05-08,37
0jT8Nl0shPS8115is0wD2Q,favorito,camilo,camilo,favorito,2020-04-17,2020-05-08,38
0VjIjW4GlUZAMYd2vXMi3b,blinding lights,the weeknd,the weeknd,blinding lights,2020-03-20,2020-05-15,1
4HBZA5flZLE435QTztThqH,stuck with u (with justin bieber),ariana grande,ariana grande,stuck with u,2020-05-08,2020-05-15,2
24Yi9hE78yPEbZ4kxyoXAI,roses - imanbek remix,saint jhn,saint jhn,roses imanbek remix,2019-10-09,2020-05-15,3
4NhDYoQTYCdWHTvlbGVgwo,gooba,6ix9ine,6ix9ine,gooba,2020-05-08,2020-05-15,4
466cKvZn1j45IpxDdYZqdA,toosie slide,drake,drake,toosie slide,2020-05-01,2020-05-15,5
7ytR5pFWmSjzHJIeQkgog4,rockstar (feat. roddy ricch),dababy,dababy,rockstar,2020-04-17,2020-05-15,6
39Yp9wwQiSRIDOvrVg7mbk,the scotts,the scotts,the scotts,the scotts,2020-04-24,2020-05-15,7
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),powfu,powfu,death bed,2020-02-08,2020-05-15,8
3PfIrDoz19wz7qK7tYeu62,don't start now,dua lipa,dua lipa,don t start now,2020-03-27,2020-05-15,9
1rgnBhdG2JDFTbYkYRZAku,dance monkey,tones and i,tones,dance monkey,2019-05-10,2020-05-15,10
22LAwLoDA5b4AaGSkg6bKW,blueberry faygo,lil mosey,lil mosey,blueberry faygo,2020-02-06,2020-05-15,11
0nbXyq5TXYPCO7pr3N8S4I,the box,roddy ricch,roddy ricch,the box,2019-12-06,2020-05-15,12
4nK5YrxbMGZstTLbvj6Gxw,supalonely,benee,benee,supalonely,2019-11-15,2020-05-15,13
017PF4Q3l4DBUiWoXk4OWT,break my heart,dua lipa,dua lipa,break my heart,2020-03-27,2020-05-15,14
3Dv1eDb0MEgF93GpLXlucZ,say so,doja cat,doja cat,say so,2019-11-07,2020-05-15,15
4umIPjkehX1r7uhmGvXiSV,intentions (feat. quavo),justin bieber,justin bieber,intentions,2020-02-14,2020-05-15,16
2rRJrJEo19S2J82BDsQ3F7,falling,trevor daniel,trevor daniel,falling,2020-03-26,2020-05-15,17
1Cv1YLb4q0RzL6pybtaMLo,sunday best,surfaces,surfaces,sunday best,2019-01-06,2020-05-15,18
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. emilee),surf mesa,surf mesa,ily,2019-11-26,2020-05-15,19
5v4GgrXPMghOnBBLmveLac,savage remix (feat. beyoncé),megan thee stallion,megan thee stallion,savage remix,2020-04-29,2020-05-15,20
7qEHsqek33rTcFNT9PFqLf,someone you loved,lewis capaldi,lewis capaldi,someone you loved,2019-05-17,2020-05-15,21
3Z8FwOEN59mRMxDCtb8N0A,be kind (with halsey),marshmello,marshmello,be kind,2020-05-01,2020-05-15,22
78qd8dvwea0Gosb6Fe6j3k,boss bitch,doja cat,doja cat,boss bitch,2020-01-23,2020-05-15,23
6gBFPUFcJLzWGx4lenP6h2,goosebumps,travis scott,travis scott,goosebumps,2016-09-16,2020-05-15,24
0SqqAgdovOE24BzxIClpjw,yo perreo sola,bad bunny,bad bunny,yo perreo sola,2020-02-29,2020-05-15,25
21jGcNKet2qwijlDFuPiPb,circles,post malone,post malone,circles,2019-09-06,2020-05-15,26
0OyQns5ayNK2OVaES0Vb8t,righteous,juice wrld,juice wrld,righteous,2020-04-24,2020-05-15,27
2xLMifQCjDGFmkHkpNLD9h,sicko mode,travis scott,travis scott,sicko mode,2018-08-03,2020-05-15,28
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,arizona zervas,roxanne,2019-10-10,2020-05-15,29
